"id";"word";"transcriptionUs";"transcriptionUk";"soundUsPath";"soundUkPath";"translates"
"819";"sleep";"|sliːp|";"|sliːp|";"./sound/us/sleep.mp3";"./sound/uk/sleep.mp3";"спать, ночевать, засыпать, бездействовать, сон, спячка"
"820";"slow";"|sləʊ|";"|sləʊ|";"./sound/us/slow.mp3";"./sound/uk/slow.mp3";"медленный, медленно, замедлять, копуша"
"821";"small";"|smɔːl|";"|smɔːl|";"./sound/us/small.mp3";"./sound/uk/small.mp3";"небольшой, малый, маленький, мелкий, узкая тонкая часть, нижнее белье"
"822";"smoke";"|sməʊk|";"|sməʊk|";"./sound/us/smoke.mp3";"./sound/uk/smoke.mp3";"курить, дымить, дымиться, коптить, дым, курение, дымка, сигарета, дымок, копоть"
"823";"snake";"|sneɪk|";"|sneɪk|";"./sound/us/snake.mp3";"./sound/uk/snake.mp3";"змея, змей, предатель, вероломный человек, змеиться, виться"
"824";"so";"|səʊ|";"|səʊ|";"./sound/us/so.mp3";"./sound/uk/so.mp3";"так, таким образом, поэтому, поэтому, чтобы, так что"
"825";"so-called";"|səʊ ˈkɔːld|";"|ˌsəʊˈkɔːld|";"./sound/us/so-called.mp3";"./sound/uk/so-called.mp3";"так называемый"
"826";"social";"|ˈsəʊʃl|";"|ˈsəʊʃ(ə)l|";"./sound/us/social.mp3";"./sound/uk/social.mp3";"социальный, общественный, светский, вечеринка, встреча, соцстрах, собрание"
"827";"soldier";"|ˈsəʊldʒər|";"|ˈsəʊldʒə|";"./sound/us/soldier.mp3";"./sound/uk/soldier.mp3";"солдат, воин, военнослужащий, военный, служить в армии, увиливать от работы"
"828";"some";"|sʌm|";"|səm|";"./sound/us/some.mp3";"./sound/uk/some.mp3";"некоторые, одни, другие, некоторый, какой-то, несколько, немного, около"
"829";"somebody";"|ˈsʌmbədɪ|";"|ˈsʌmbədɪ|";"./sound/us/somebody.mp3";"./sound/uk/somebody.mp3";"кто-то, кто-нибудь, кто-либо, кое-кто, важная персона"
"830";"something";"|ˈsʌmθɪŋ|";"|ˈsʌmθɪŋ|";"./sound/us/something.mp3";"./sound/uk/something.mp3";"что-то, нечто, что-нибудь, кое-что, немного, приблизительно, несколько"
"831";"sometime";"|ˈsʌmtaɪm|";"|ˈsʌmtaɪm|";"./sound/us/sometime.mp3";"./sound/uk/sometime.mp3";"когда-то, когда-нибудь, некогда, прежде, бывший, прежний"
"832";"son";"|sʌn|";"|sʌn|";"./sound/us/son.mp3";"./sound/uk/son.mp3";"сын, сынок, потомок, выходец, уроженец"
"833";"sorry";"|ˈsɑːrɪ|";"|ˈsɒrɪ|";"./sound/us/sorry.mp3";"./sound/uk/sorry.mp3";"простите, извините, жалкий, сожалеющий, огорченный, печальный, несчастный, грустный, плохой, мрачный"
"834";"sound";"|saʊnd|";"|saʊnd|";"./sound/us/sound.mp3";"./sound/uk/sound.mp3";"звук, тон, шум, смысл, звучать, казаться, звуковой, крепкий, крепко"
"835";"south";"|saʊθ|";"|saʊθ|";"./sound/us/south.mp3";"./sound/uk/south.mp3";"юг, зюйд, южный ветер, к югу, на юг, южный"
"836";"speak";"|spiːk|";"|spiːk|";"./sound/us/speak.mp3";"./sound/uk/speak.mp3";"говорить, выступать, разговаривать, высказываться, высказывать, изъясняться"
"837";"speaking";"|ˈspiːkɪŋ|";"|ˈspiːkɪŋ|";"./sound/us/speaking.mp3";"./sound/uk/speaking.mp3";"говорящий, выразительный, разговор"
"838";"special";"|ˈspeʃl|";"|ˈspeʃ(ə)l|";"./sound/us/special.mp3";"./sound/uk/special.mp3";"специальный, особый, особенно, очень уж, экстренный выпуск"
"839";"speech";"|spiːtʃ|";"|spiːtʃ|";"./sound/us/speech.mp3";"./sound/uk/speech.mp3";"речь, выступление, слова, язык, спич, речевой"
"840";"spell";"|spel|";"|spel|";"./sound/us/spell.mp3";"./sound/uk/spell.mp3";"заклинание, период, чары, время, очарование, означать, очаровывать"
"841";"spelling";"|ˈspelɪŋ|";"|ˈspelɪŋ|";"./sound/us/spelling.mp3";"./sound/uk/spelling.mp3";"правописание, орфография, написание, произнесение слова по буквам"
"842";"spend";"|spend|";"|spend|";"./sound/us/spend.mp3";"./sound/uk/spend.mp3";"тратить, проводить, расходовать, затратить, истратить, терять, проводить время"
"843";"sport";"|spɔːrt|";"|spɔːt|";"./sound/us/sport.mp3";"./sound/uk/sport.mp3";"спорт, спортивные соревнования, щеголять, заниматься спортом, играть"
"844";"spring";"|ˈsprɪŋ|";"|sprɪŋ|";"./sound/us/spring.mp3";"./sound/uk/spring.mp3";"весна, пружина, источник, пружинить, возникать, весенний, яровой, упругий"
"845";"stadium";"|ˈsteɪdɪəm|";"|ˈsteɪdɪəm|";"./sound/us/stadium.mp3";"./sound/uk/stadium.mp3";"стадион, стадий, стадия, ристалище"
"846";"stage";"|steɪdʒ|";"|steɪdʒ|";"./sound/us/stage.mp3";"./sound/uk/stage.mp3";"этап, стадия, сцена, ступень, сценический, ступенчатый, ставить, инсценировать"
"847";"stand";"|stænd|";"|stænd|";"./sound/us/stand.mp3";"./sound/uk/stand.mp3";"стенд, подставка, стойка, киоск, позиция, стоять, постоять, терпеть, устоять"
"848";"stand up";"|ˈstand ˌəp|";"|ˈstandʌp|";"./sound/us/stand up.mp3";"./sound/uk/stand up.mp3";"вставать, оказываться прочным, подводить кого-л."
"849";"star";"|stɑːr|";"|stɑː|";"./sound/us/star.mp3";"./sound/uk/star.mp3";"звезда, звездочка, светило, звездный, выдающийся, играть главные роли"
"850";"start";"|stɑːrt|";"|stɑːt|";"./sound/us/start.mp3";"./sound/uk/start.mp3";"начало, старт, запуск, пуск, толчок, начинать, начинаться, стартовать"
"851";"station";"|ˈsteɪʃn|";"|ˈsteɪʃ(ə)n|";"./sound/us/station.mp3";"./sound/uk/station.mp3";"станция, пункт, место, станционный, вокзальный, размещать, дислоцировать"
"852";"status";"|ˈsteɪtəs|";"|ˈsteɪtəs|";"./sound/us/status.mp3";"./sound/uk/status.mp3";"статус, состояние, положение дел, общественное положение"
"853";"stay";"|steɪ|";"|steɪ|";"./sound/us/stay.mp3";"./sound/uk/stay.mp3";"пребывание, опора, остановка, оставаться, остановиться"
"854";"steak";"|steɪk|";"|steɪk|";"./sound/us/steak.mp3";"./sound/uk/steak.mp3";"стейк, бифштекс, тонкий кусок мяса, кусок мяса или рыбы, рубленая котлета"
"855";"stepfather";"|ˈstepfɑːðər|";"|ˈstepfɑːðə|";"./sound/us/stepfather.mp3";"./sound/uk/stepfather.mp3";"отчим"
"856";"stepmother";"|ˈstepmʌðər|";"|ˈstepmʌðə|";"./sound/us/stepmother.mp3";"./sound/uk/stepmother.mp3";"мачеха, третировать"
"857";"still";"|stɪl|";"|stɪl|";"./sound/us/still.mp3";"./sound/uk/still.mp3";"еще, все еще, все-таки, неподвижный, тишина, кадр, успокаиваться"
"858";"stop";"|stɑːp|";"|stɒp|";"./sound/us/stop.mp3";"./sound/uk/stop.mp3";"стоп, остановка, останов, прекращение, конец, остановить, останавливаться"
"859";"story";"|ˈstɔːrɪ|";"|ˈstɔːrɪ|";"./sound/us/story.mp3";"./sound/uk/story.mp3";"история, рассказ, сюжет, повесть, сказка, этаж, предание, фабула, ярус, выдумка, ложь"
"860";"street";"|striːt|";"|striːt|";"./sound/us/street.mp3";"./sound/uk/street.mp3";"улица, деловой или финансовый центр, уличный"
"861";"stress";"|stres|";"|stres|";"./sound/us/stress.mp3";"./sound/uk/stress.mp3";"стресс, напряжение, усилие, акцент, подчеркивать, ставить ударение"
"862";"stressed";"|ˈstrest|";"|strest|";"./sound/us/stressed.mp3";"./sound/uk/stressed.mp3";"подчеркивать, ставить ударение, подвергать напряжению"
"863";"strong";"|strɔːŋ|";"|strɒŋ|";"./sound/us/strong.mp3";"./sound/uk/strong.mp3";"сильный, крепкий, прочный, сильно, решительно, сильные, здоровые"
"864";"student";"|ˈstuːdnt|";"|ˈstjuːd(ə)nt|";"./sound/us/student.mp3";"./sound/uk/student.mp3";"студент, учащийся, изучающий, обучающийся, ученый"
"865";"studio";"|ˈstuːdɪəʊ|";"|ˈstjuːdɪəʊ|";"./sound/us/studio.mp3";"./sound/uk/studio.mp3";"студия, мастерская, ателье, киностудия, телестудия, радиостудия"
"866";"study";"|ˈstʌdɪ|";"|ˈstʌdɪ|";"./sound/us/study.mp3";"./sound/uk/study.mp3";"исследование, изучение, изучать, изучить, учиться, исследовать"
"867";"style";"|staɪl|";"|staɪl|";"./sound/us/style.mp3";"./sound/uk/style.mp3";"стиль, тип, манера, фасон, слог, вкус, мода, шик, величать, модернизировать, титуловать"
"868";"subject";"|ˈsʌbdʒekt|";"|ˈsʌbdʒɪkt|";"./sound/us/subject.mp3";"./sound/uk/subject.mp3";"подвергать, подчинять, тема, предмет, субъект, подлежащий, подчиненный"
"869";"subway";"|ˈsʌbweɪ|";"|ˈsʌbweɪ|";"./sound/us/subway.mp3";"./sound/uk/subway.mp3";"метро, метрополитен, подземка, подземный переход, тоннель"
"870";"success";"|səkˈses|";"|səkˈses|";"./sound/us/success.mp3";"./sound/uk/success.mp3";"успех, удача, человек, пользующийся успехом"
"871";"successful";"|səkˈsesfəl|";"|səkˈsesfʊl|";"./sound/us/successful.mp3";"./sound/uk/successful.mp3";"удачный, успешный, преуспевающий, удачливый"
"872";"sugar";"|ˈʃʊɡər|";"|ˈʃʊɡə|";"./sound/us/sugar.mp3";"./sound/uk/sugar.mp3";"сахар, сахароза, милый, сахарить, подслащивать, сахарный"
"873";"sugary";"|ˈʃʊɡərɪ|";"|ˈʃʊɡ(ə)rɪ|";"./sound/us/sugary.mp3";"./sound/uk/sugary.mp3";"сладкий, сахаристый, приторный, сахарный, льстивый"
"874";"suggestion";"|səˈdʒestʃən|";"|səˈdʒestʃ(ə)n|";"./sound/us/suggestion.mp3";"./sound/uk/suggestion.mp3";"предложение, внушение, совет, намек, указание"
"875";"summer";"|ˈsʌmər|";"|ˈsʌmə|";"./sound/us/summer.mp3";"./sound/uk/summer.mp3";"лето, год, балка, перекладина, проводить лето, пасти летом"
"876";"sun";"|sʌn|";"|sʌn|";"./sound/us/sun.mp3";"./sound/uk/sun.mp3";"солнце, солнечные лучи, солнечный свет, загорать, греть на солнце"
"877";"sunday";"|ˈsʌndeɪ|";"|ˈsʌndeɪ|";"./sound/us/sunday.mp3";"./sound/uk/sunday.mp3";"воскресенье, воскресный, проводить воскресенье"
"878";"sunglasses";"|ˈsʌnɡlæsɪz|";"|ˈsʌnɡlɑːsɪz|";"./sound/us/sunglasses.mp3";"./sound/uk/sunglasses.mp3";"темные очки"
"879";"sunny";"|ˈsʌnɪ|";"|ˈsʌnɪ|";"./sound/us/sunny.mp3";"./sound/uk/sunny.mp3";"солнечный, веселый, радостный, солнечно"
"880";"super";"|ˈsuːpər|";"|ˈsuːpə|";"./sound/us/super.mp3";"./sound/uk/super.mp3";"супер, супербоевик, очень, отличный, суперский"
"881";"superstar";"|ˈsuːpərstɑːr|";"|ˈsuːpəstɑː|";"./sound/us/superstar.mp3";"./sound/uk/superstar.mp3";"суперзвезда"
"882";"support";"|səˈpɔːrt|";"|səˈpɔːt|";"./sound/us/support.mp3";"./sound/uk/support.mp3";"поддержка, помощь, опора, суппорт, поддерживать, содействовать"
"883";"supporting";"|səˈpɔːrtɪŋ|";"|səˈpɔːtɪŋ|";"./sound/us/supporting.mp3";"./sound/uk/supporting.mp3";"поддерживающий, несущий, вспомогательный, помогающий"
"884";"sure";"|ʃʊr|";"|ʃʊə|";"./sound/us/sure.mp3";"./sound/uk/sure.mp3";"конечно, непременно, безусловно, уверенный, верный, надежный, безопасный"
"885";"surgery";"|ˈsɜːrdʒərɪ|";"|ˈsɜːdʒ(ə)rɪ|";"./sound/us/surgery.mp3";"./sound/uk/surgery.mp3";"хирургия, кабинет врача с аптекой, приемная врача с аптекой"
"886";"surname";"|ˈsɜːrneɪm|";"|ˈsɜːneɪm|";"./sound/us/surname.mp3";"./sound/uk/surname.mp3";"фамилия, прозвище, давать фамилию, давать прозвище"
"887";"sweet";"|swiːt|";"|swiːt|";"./sound/us/sweet.mp3";"./sound/uk/sweet.mp3";"сладкий, милый, нежный, душистый, приятный, сладкое, милая, милый, конфета, сладость"
"888";"sweetheart";"|ˈswiːthɑːrt|";"|ˈswiːthɑːt|";"./sound/us/sweetheart.mp3";"./sound/uk/sweetheart.mp3";"возлюбленный, возлюбленный, ухаживать"
"889";"swim";"|swɪm|";"|swɪm|";"./sound/us/swim.mp3";"./sound/uk/swim.mp3";"плавать, плыть, проплывать, переплывать, плавание, головокружение, обморок"
"890";"syllable";"|ˈsɪləbl|";"|ˈsɪləb(ə)l|";"./sound/us/syllable.mp3";"./sound/uk/syllable.mp3";"слог, слово, звук, произносить по слогам"
"891";"symbol";"|ˈsɪmbl|";"|ˈsɪmb(ə)l|";"./sound/us/symbol.mp3";"./sound/uk/symbol.mp3";"символ, знак, обозначение, эмблема, идентификатор"
"892";"table";"|ˈteɪbl|";"|ˈteɪb(ə)l|";"./sound/us/table.mp3";"./sound/uk/table.mp3";"таблица, стол, расписание, доска, трапеза, составлять таблицу, класть на стол"
"893";"tablet";"|ˈtæblət|";"|ˈtæblɪt|";"./sound/us/tablet.mp3";"./sound/uk/tablet.mp3";"таблетка, блокнот, дощечка, кусок, прикреплять табличку"
"894";"take";"|teɪk|";"|teɪk|";"./sound/us/take.mp3";"./sound/uk/take.mp3";"взятие, дубль, захват, сбор, выручка, улов, принимать, брать, считать, занимать"
"895";"talk";"|tɔːk|";"|tɔːk|";"./sound/us/talk.mp3";"./sound/uk/talk.mp3";"говорить, разговаривать, беседовать, разговор, беседа, переговоры, слухи, слух"
"896";"talking";"|ˈtɔːkɪŋ|";"|ˈtɔːkɪŋ|";"./sound/us/talking.mp3";"./sound/uk/talking.mp3";"говорящий, разговорчивый, болтливый, выразительный"
"897";"tall";"|tɔːl|";"|tɔːl|";"./sound/us/tall.mp3";"./sound/uk/tall.mp3";"высокий, невероятный, хвастливый, гордо, хвастливо, важно"
"898";"task";"|tæsk|";"|tɑːsk|";"./sound/us/task.mp3";"./sound/uk/task.mp3";"задача, задание, урок, урочная работа, задавать работу, перегружать"
"899";"taxi";"|ˈtæksɪ|";"|ˈtæksɪ|";"./sound/us/taxi.mp3";"./sound/uk/taxi.mp3";"такси, рулить, ехать на такси, таксомоторный"
"900";"tea";"|tiː|";"|tiː|";"./sound/us/tea.mp3";"./sound/uk/tea.mp3";"чай, чаек, настой, крепкий бульон, чайная смесь"
"901";"teach";"|tiːtʃ|";"|tiːtʃ|";"./sound/us/teach.mp3";"./sound/uk/teach.mp3";"научить, учить, преподавать, обучать, приучать, проучить, давать уроки, выучивать"
"902";"teacher";"|ˈtiːtʃər|";"|ˈtiːtʃə|";"./sound/us/teacher.mp3";"./sound/uk/teacher.mp3";"учитель, преподаватель"
"903";"team";"|tiːm|";"|tiːm|";"./sound/us/team.mp3";"./sound/uk/team.mp3";"команда, бригада, экипаж, командный, объединяться в команду"
"904";"technical";"|ˈteknɪkl|";"|ˈteknɪk(ə)l|";"./sound/us/technical.mp3";"./sound/uk/technical.mp3";"технический, специальный, промышленный, технические подробности"
"905";"teenager";"|ˈtiːneɪdʒər|";"|ˈtiːneɪdʒə|";"./sound/us/teenager.mp3";"./sound/uk/teenager.mp3";"подросток"
"906";"teeth";"|tiːθ|";"|tiːθ|";"./sound/us/teeth.mp3";"./sound/uk/teeth.mp3";"зубы"
"907";"television";"|ˈtelɪvɪʒn|";"|ˈtelɪvɪʒ(ə)n|";"./sound/us/television.mp3";"./sound/uk/television.mp3";"телевидение, дальновидение, телевизионный"
"908";"tell";"|tel|";"|tel|";"./sound/us/tell.mp3";"./sound/uk/tell.mp3";"сказать, говорить, рассказывать, сообщать, указывать, отличать, сказываться"
"909";"telling";"|ˈtelɪŋ|";"|ˈtelɪŋ|";"./sound/us/telling.mp3";"./sound/uk/telling.mp3";"выразительный, впечатляющий, выбалтывание"
"910";"tennis";"|ˈtenɪs|";"|ˈtenɪs|";"./sound/us/tennis.mp3";"./sound/uk/tennis.mp3";"теннис"
"911";"terrible";"|ˈterəbl|";"|ˈterɪb(ə)l|";"./sound/us/terrible.mp3";"./sound/uk/terrible.mp3";"ужасный, страшный, громадный, внушающий ужас, внушающий страх"
"912";"test";"|test|";"|test|";"./sound/us/test.mp3";"./sound/uk/test.mp3";"испытание, тест, проверка, испытательный, пробный, тестировать, проверять"
"913";"text";"|tekst|";"|tekst|";"./sound/us/text.mp3";"./sound/uk/text.mp3";"текст, тема, руководство, оригинал, писать крупным почерком"
"914";"that";"|ðæt|";"|ðæt|";"./sound/us/that.mp3";"./sound/uk/that.mp3";"что, чтобы, который, то, тот, та, так, до такой степени"
"915";"the olympics";"|əˈlɪmpɪks|";"|əˈlɪmpɪks|";"./sound/us/the olympics.mp3";"./sound/uk/the olympics.mp3";"олимпийские игры"
"916";"theatre";"|ˈθiːətər|";"|ˈθɪətə|";"./sound/us/theatre.mp3";"./sound/uk/theatre.mp3";"театр, кинотеатр, театральное искусство, пьесы, поле действий"
"917";"their";"|ðer|";"|ðeə|";"./sound/us/their.mp3";"./sound/uk/their.mp3";"их, свой, свое, свои"
"918";"them";"|ðem|";"|ðəm|";"./sound/us/them.mp3";"./sound/uk/them.mp3";"их, им"
"919";"then";"|ðen|";"|ðen|";"./sound/us/then.mp3";"./sound/uk/then.mp3";"тогда, затем, потом, тогдашний, впрочем"
"920";"there";"|ðer|";"|ðər|";"./sound/us/there.mp3";"./sound/uk/there.mp3";"там, туда, здесь, тут, вон, на этом месте, в этом отношении"
"921";"these";"|ðiːz|";"|ðiːz|";"./sound/us/these.mp3";"./sound/uk/these.mp3";"эти"
"922";"they";"|ðeɪ|";"|ðeɪ|";"./sound/us/they.mp3";"./sound/uk/they.mp3";"они"
"923";"thing";"|θɪŋ|";"|θɪŋ|";"./sound/us/thing.mp3";"./sound/uk/thing.mp3";"вещь, предмет, дело, штука, нечто, кое-что, существо, факт, обстоятельство, вещица"
"924";"think";"|θɪŋk|";"|θɪŋk|";"./sound/us/think.mp3";"./sound/uk/think.mp3";"думать, считать, мыслить, полагать, мысль, размышление"
"925";"thirsty";"|ˈθɜːrstɪ|";"|ˈθɜːstɪ|";"./sound/us/thirsty.mp3";"./sound/uk/thirsty.mp3";"жаждущий, томимый жаждой, иссохший, вызывающий жажду"
"926";"this";"|ðɪs|";"|ðɪs|";"./sound/us/this.mp3";"./sound/uk/this.mp3";"эта, это, этот, сей"
"927";"those";"|ðəʊz|";"|ðəʊz|";"./sound/us/those.mp3";"./sound/uk/those.mp3";"те, тех, теми"
"928";"through";"|θruː|";"|θruː|";"./sound/us/through.mp3";"./sound/uk/through.mp3";"через, посредством, сквозной, прямой, благодаря, насквозь, пролезать"
"929";"thursday";"|ˈθɜːrzdeɪ|";"|ˈθɜːzdeɪ|";"./sound/us/thursday.mp3";"./sound/uk/thursday.mp3";"четверг"
"930";"tick";"|tɪk|";"|tɪk|";"./sound/us/tick.mp3";"./sound/uk/tick.mp3";"тик, галочка, отметка, клещ, тиканье, кредит, тикать, делать отметку"
"931";"ticket";"|ˈtɪkɪt|";"|ˈtɪkɪt|";"./sound/us/ticket.mp3";"./sound/uk/ticket.mp3";"билет, талон, билетный, прикреплять ярлык"
"932";"tidy";"|ˈtaɪdɪ|";"|ˈtaɪdɪ|";"./sound/us/tidy.mp3";"./sound/uk/tidy.mp3";"опрятный, аккуратный, убирать, приборка, уборка"
"933";"tie";"|taɪ|";"|taɪ|";"./sound/us/tie.mp3";"./sound/uk/tie.mp3";"галстук, связь, ничья, завязка, узы, связать, связывать, завязаться, завязать"
"934";"time";"|taɪm|";"|taɪm|";"./sound/us/time.mp3";"./sound/uk/time.mp3";"время, времена, раз, период, приурочить, повременный"
"935";"tips";"|ˈtɪps|";"|ˈtɪps|";"./sound/us/tips.mp3";"./sound/uk/tips.mp3";"чаевые"
"936";"tired";"|ˈtaɪərd|";"|taɪəd|";"./sound/us/tired.mp3";"./sound/uk/tired.mp3";"уставший, усталый, утомленный, истомленный, выдохшийся, пресыщенный"
"937";"tissue";"|ˈtɪʃuː|";"|ˈtɪʃuː|";"./sound/us/tissue.mp3";"./sound/uk/tissue.mp3";"ткань, сплетение, паутина, слой, ткать дорогую шелковую ткань"
"938";"title";"|ˈtaɪtl|";"|ˈtaɪt(ə)l|";"./sound/us/title.mp3";"./sound/uk/title.mp3";"название, титул, звание, титульный, заглавный, называть"
"939";"to";"|tuː|";"|tə|";"./sound/us/to.mp3";"./sound/uk/to.mp3";"для, к, в, на, до, телеграфная контора"
"940";"today";"|təˈdeɪ|";"|təˈdeɪ|";"./sound/us/today.mp3";"./sound/uk/today.mp3";"сегодня, в настоящее время, в наши дни, сегодняшний день, настоящее время"
"941";"together";"|təˈɡeðər|";"|təˈɡeðə|";"./sound/us/together.mp3";"./sound/uk/together.mp3";"вместе, друг с другом, одновременно, собранный, тесно связанный, неразлучный"
"942";"tomorrow";"|təˈmɔːrəʊ|";"|təˈmɒrəʊ|";"./sound/us/tomorrow.mp3";"./sound/uk/tomorrow.mp3";"завтра, завтра, завтрашний день, завтрашний"
"943";"too";"|tuː|";"|tuː|";"./sound/us/too.mp3";"./sound/uk/too.mp3";"слишком, тоже, также, очень, чересчур, к тому же, кроме того, действительно"
"944";"top";"|tɑːp|";"|tɒp|";"./sound/us/top.mp3";"./sound/uk/top.mp3";"верхний, высший, вершина, верх, первое место, превышать, покрывать"
"945";"total";"|ˈtəʊtl|";"|ˈtəʊt(ə)l|";"./sound/us/total.mp3";"./sound/uk/total.mp3";"полный, суммарный, сумма, итог, целое, составлять, насчитывать"
"946";"tourist";"|ˈtʊrɪst|";"|ˈtʊərɪst|";"./sound/us/tourist.mp3";"./sound/uk/tourist.mp3";"туристический, туристский, турист, путешественник"
"947";"town";"|taʊn|";"|taʊn|";"./sound/us/town.mp3";"./sound/uk/town.mp3";"город, городок, местечко, городской, превращать в город"
"948";"tradition";"|trəˈdɪʃn|";"|trəˈdɪʃ(ə)n|";"./sound/us/tradition.mp3";"./sound/uk/tradition.mp3";"традиция, предание, привычка, обыкновение, старый обычай"
"949";"traditional";"|trəˈdɪʃənl|";"|trəˈdɪʃ(ə)n(ə)l|";"./sound/us/traditional.mp3";"./sound/uk/traditional.mp3";"традиционный, основанный на обычае"
"950";"train";"|treɪn|";"|treɪn|";"./sound/us/train.mp3";"./sound/uk/train.mp3";"поезд, состав, шлейф, цепь, череда, кортеж, тренироваться, тренировать, обучать"
"951";"travel";"|ˈtrævl|";"|ˈtræv(ə)l|";"./sound/us/travel.mp3";"./sound/uk/travel.mp3";"путешествие, движение, ход, путешествовать, ехать, дорожный"
"952";"tree";"|triː|";"|triː|";"./sound/us/tree.mp3";"./sound/uk/tree.mp3";"дерево, древо, вал, родословное дерево, загнать на дерево, влезать на дерево"
"953";"trip";"|trɪp|";"|trɪp|";"./sound/us/trip.mp3";"./sound/uk/trip.mp3";"поездка, путешествие, экскурсия, рейс, спотыкаться, опрокидывать"
"954";"trouble";"|ˈtrʌbl|";"|ˈtrʌb(ə)l|";"./sound/us/trouble.mp3";"./sound/uk/trouble.mp3";"беда, беспокойство, беспокоить, беспокоиться, аварийный"
"955";"true";"|truː|";"|truː|";"./sound/us/true.mp3";"./sound/uk/true.mp3";"истинный, верный, истина, точно, правдиво, выверять, пригонять"
"956";"try";"|traɪ|";"|traɪ|";"./sound/us/try.mp3";"./sound/uk/try.mp3";"попытка, испытание, проба, пытаться, стараться, пробовать, судить"
"957";"tube";"|tuːb|";"|tjuːb|";"./sound/us/tube.mp3";"./sound/uk/tube.mp3";"трубка, труба, метро, тюбик, лампа, туба, придавать трубчатую форму"
"958";"tuesday";"|ˈtuːzdeɪ|";"|ˈtjuːzdeɪ|";"./sound/us/tuesday.mp3";"./sound/uk/tuesday.mp3";"вторник"
"959";"turn";"|tɜːrn|";"|tɜːn|";"./sound/us/turn.mp3";"./sound/uk/turn.mp3";"повернуть, поворачиваться, поворачивать, очередь, поворот, оборот, перемена, черед"
"960";"turn off";"|ˈtɜːn ˈɒf|";"|ˈtɜːnɒf|";"./sound/us/turn off.mp3";"./sound/uk/turn off.mp3";"выключать, сворачивать, поворачивать, закрывать, вызывать неприязнь"
"961";"turn on";"|ˈtɜːn ɑːn|";"|tɜːn ɒn|";"./sound/us/turn on.mp3";"./sound/uk/turn on.mp3";"включать, зависеть, открывать, волновать, одурманивать, сексуально возбуждать"
"962";"twice";"|twaɪs|";"|twaɪs|";"./sound/us/twice.mp3";"./sound/uk/twice.mp3";"дважды, вдвое"
"963";"typical";"|ˈtɪpɪkl|";"|ˈtɪpɪk(ə)l|";"./sound/us/typical.mp3";"./sound/uk/typical.mp3";"типичный, символический"
"964";"ugly";"|ˈʌɡlɪ|";"|ˈʌɡlɪ|";"./sound/us/ugly.mp3";"./sound/uk/ugly.mp3";"уродливый, безобразный, неприятный, противный, скверный, опасный, склочный"
"965";"umbrella";"|ʌmˈbrelə|";"|ʌmˈbrelə|";"./sound/us/umbrella.mp3";"./sound/uk/umbrella.mp3";"зонтик, зонт, прикрытие, зонтичный, служить прикрытием"
"966";"uncle";"|ˈʌŋkl|";"|ˈʌŋk(ə)l|";"./sound/us/uncle.mp3";"./sound/uk/uncle.mp3";"дядя, дядька, ростовщик, пожилой человек"
"967";"under";"|ˈʌndər|";"|ˈʌndə|";"./sound/us/under.mp3";"./sound/uk/under.mp3";"меньше, под, при, по, вниз, внизу, ниже, меньший, нижний, недолет"
"968";"underground";"|ˌʌndərˈɡraʊnd|";"|ˌʌndəˈɡraʊnd|";"./sound/us/underground.mp3";"./sound/uk/underground.mp3";"подземный, подпольный, метро, подполье, под землей, подпольно"
"969";"underline";"|ˌʌndərˈlaɪn|";"|ˌʌndəˈlaɪn|";"./sound/us/underline.mp3";"./sound/uk/underline.mp3";"подчеркивание, объяснительная надпись, подчеркивать"
"970";"understand";"|ˌʌndərˈstænd|";"|ˌʌndəˈstænd|";"./sound/us/understand.mp3";"./sound/uk/understand.mp3";"понимать, понять, уяснить, разуметь, подразумевать, сообразить, уметь, узнавать"
"971";"unemployed";"|ˌʌnɪmˈplɔɪd|";"|ʌnɪmˈplɔɪd|";"./sound/us/unemployed.mp3";"./sound/uk/unemployed.mp3";"безработный, неработающий, незанятый, безработные"
"972";"unhealthy";"|ʌnˈhelθɪ|";"|ʌnˈhelθɪ|";"./sound/us/unhealthy.mp3";"./sound/uk/unhealthy.mp3";"нездоровый, вредный, больной, болезненный, опасный"
"973";"uniform";"|ˈjuːnɪfɔːrm|";"|ˈjuːnɪfɔːm|";"./sound/us/uniform.mp3";"./sound/uk/uniform.mp3";"равномерный, единый, форма, униформа, одевать в форму"
"974";"union";"|ˈjuːnɪən|";"|ˈjuːnjən|";"./sound/us/union.mp3";"./sound/uk/union.mp3";"союз, объединение, соединение, единение, союзный"
"975";"united";"|jʊˈnaɪtɪd|";"|jʊˈnaɪtɪd|";"./sound/us/united.mp3";"./sound/uk/united.mp3";"объединенный, соединенный, дружный, совместный"
"976";"university";"|ˌjuːnɪˈvɜːrsətɪ|";"|juːnɪˈvɜːsɪtɪ|";"./sound/us/university.mp3";"./sound/uk/university.mp3";"университет, университетский"
"977";"unstressed";"|ʌnˈstrest|";"|ʌnˈstrest|";"./sound/us/unstressed.mp3";"./sound/uk/unstressed.mp3";"безударный, неподчеркнутый, ненапряженный"
"978";"untidy";"|ʌnˈtaɪdɪ|";"|ʌnˈtaɪdɪ|";"./sound/us/untidy.mp3";"./sound/uk/untidy.mp3";"неопрятный, беспорядочный, в беспорядке, неаккуратный"
"979";"until";"|ənˈtɪl|";"|ənˈtɪl|";"./sound/us/until.mp3";"./sound/uk/until.mp3";"до, не раньше, до тех пор пока"
